gene	SRR3581356	SRR3581681	SRR3581703	SRR3581727	SRR3581836	SRR3581847	SRR3581866	SRR3581867	SRR3581869	SRR3581889	SRR3581893	SRR3581894
AT5G50530.1	0.000000	3.066079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.355399
AT5G53160.2	71.066650	113.839554	33.315910	14.670904	86.005966	131.267517	42.247318	37.268444	29.240183	13.769673	42.645546	60.520676
AT5G53550.1	5.016932	46.012085	0.000000	0.000000	3.094693	8.974567	0.000000	0.000000	0.000000	0.000000	0.000000	6.802283
AT5G53940.1	13.379665	32.105389	37.012962	19.308516	13.064961	21.104671	29.769070	27.014635	35.109180	17.471828	37.647861	31.901184
AT5G55190.1	182.303696	130.672211	135.278687	227.448730	180.054794	140.262085	149.881226	193.428497	141.320908	254.001892	351.400085	183.193008
AT5G55260.1	22.658381	16.186783	9.258493	17.301926	26.458254	16.828386	14.843826	14.898680	12.481867	16.032860	17.178286	8.825615
AT5G56910.1	6.774143	19.424437	22.743933	50.758503	6.258748	19.574432	36.365124	33.023510	19.125620	51.103413	20.445353	15.388202
AT5G57565.4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT5G58270.1	11.501916	7.644024	20.759842	20.763865	15.644830	14.900433	16.599483	10.577271	19.139149	17.250814	17.588999	24.158104
AT5G58490.1	30.350319	51.124989	54.785458	60.604759	34.946148	49.621857	54.786613	65.394356	52.886578	56.538864	62.499352	54.434505
AT5G63120.2	7.505270	0.000000	9.015282	5.814519	9.018390	2.966949	5.865058	9.276501	8.190007	4.276476	6.993671	4.671348
AT5G63310.1	20.688515	51.479462	270.031830	49.577305	21.968954	58.369835	114.022110	128.867020	273.279053	51.370945	111.835777	193.962158
AT5G63490.1	2.985512	4.166386	2.591349	5.136498	3.883251	2.922801	2.571292	0.000000	4.311129	3.137944	1.365652	0.211251
AT5G65020.1	148.792572	8.467868	26.285692	98.352951	141.250916	14.898368	50.725414	47.266407	32.503727	104.208694	31.433279	181.407532
AT5G65165.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.627266	4.543032
AT5G66430.1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AT5G66550.1	5.481522	10.414162	21.040037	22.702248	6.101278	10.902287	28.425716	31.815845	19.762182	16.879787	5.514437	21.140009
AT5G66720.1	24.922203	35.608475	35.983784	30.447458	23.581596	30.644228	37.361217	28.544170	37.442005	38.846706	46.183777	40.564732
